Date,Close,Date,Close,Date,Close
2/1/2019,2706.53,2/1/2019,124.5,2/1/2019,120.96
2/4/2019,2724.87,2/4/2019,123.96,2/4/2019,120.42
2/5/2019,2737.7,2/5/2019,124.28,2/5/2019,120.97
2/6/2019,2731.61,2/6/2019,123.44,2/6/2019,121.03
2/7/2019,2706.05,2/7/2019,123.74,2/7/2019,121.83
2/8/2019,2707.88,2/8/2019,124.21,2/8/2019,122.35
2/11/2019,2709.8,2/11/2019,123.6,2/11/2019,121.87
2/12/2019,2744.73,2/12/2019,123.86,2/12/2019,121.56
2/13/2019,2753.03,2/13/2019,123.37,2/13/2019,121.1
2/14/2019,2745.73,2/14/2019,124.06,2/14/2019,121.79
2/15/2019,2775.6,2/15/2019,124.8,2/15/2019,121.98
2/19/2019,2779.76,2/19/2019,126.7,2/19/2019,122.29
2/20/2019,2784.7,2/20/2019,126.48,2/20/2019,121.94
2/21/2019,2774.88,2/21/2019,125.05,2/21/2019,120.85
2/22/2019,2792.67,2/22/2019,125.5,2/22/2019,121.57
2/25/2019,2796.11,2/25/2019,125.37,2/25/2019,121.21
2/26/2019,2793.9,2/26/2019,125.58,2/26/2019,121.81
2/27/2019,2792.38,2/27/2019,124.69,2/27/2019,120.43
2/28/2019,2784.49,2/28/2019,123.99,2/28/2019,120.02
3/1/2019,2803.69,3/1/2019,121.88,3/1/2019,118.66
3/4/2019,2792.81,3/4/2019,121.56,3/4/2019,119.59
3/5/2019,2789.65,3/5/2019,121.72,3/5/2019,119.84
3/6/2019,2771.45,3/6/2019,121.61,3/6/2019,120.28
3/7/2019,2748.93,3/7/2019,121.51,3/7/2019,121.06
3/8/2019,2743.07,3/8/2019,122.84,3/8/2019,121.57
3/11/2019,2783.3,3/11/2019,122.24,3/11/2019,121.21
3/12/2019,2791.52,3/12/2019,122.98,3/12/2019,122.06
3/13/2019,2810.92,3/13/2019,123.84,3/13/2019,121.83
3/14/2019,2808.48,3/14/2019,122.41,3/14/2019,120.95
3/15/2019,2822.48,3/15/2019,122.97,3/15/2019,121.75
3/18/2019,2832.94,3/18/2019,123.04,3/18/2019,121.68
3/19/2019,2832.57,3/19/2019,123.38,3/19/2019,121.41
3/20/2019,2824.23,3/20/2019,124.18,3/20/2019,122.68
3/21/2019,2854.88,3/21/2019,123.68,3/21/2019,122.95
3/22/2019,2800.71,3/22/2019,123.97,3/22/2019,124.86
3/25/2019,2798.36,3/25/2019,124.92,3/25/2019,125.06
3/26/2019,2818.46,3/26/2019,124.3,3/26/2019,124.97
3/27/2019,2805.37,3/27/2019,123.65,3/27/2019,126.12
3/28/2019,2815.44,3/28/2019,121.9,3/28/2019,126.56
3/29/2019,2834.4,3/29/2019,122.01,3/29/2019,126.44
4/1/2019,2867.19,4/1/2019,121.53,4/1/2019,124.37
4/2/2019,2867.24,4/2/2019,121.98,4/2/2019,124.6
4/3/2019,2873.4,4/3/2019,121.8,4/3/2019,123.52
4/4/2019,2879.39,4/4/2019,122.11,4/4/2019,123.87
4/5/2019,2892.74,4/5/2019,121.98,4/5/2019,124.03
4/8/2019,2895.77,4/8/2019,122.51,4/8/2019,123.59
4/9/2019,2878.2,4/9/2019,123.15,4/9/2019,123.98
4/10/2019,2888.21,4/10/2019,123.53,4/10/2019,124.28
4/11/2019,2888.32,4/11/2019,121.95,4/11/2019,123.55
4/12/2019,2907.41,4/12/2019,121.83,4/12/2019,122.67
4/15/2019,2905.58,4/15/2019,121.6,4/15/2019,122.98
4/16/2019,2907.06,4/16/2019,120.51,4/16/2019,122.21
4/17/2019,2900.45,4/17/2019,120.28,4/17/2019,122.26
4/18/2019,2905.03,4/18/2019,120.37,4/18/2019,122.9
4/22/2019,2907.97,4/22/2019,120.37,4/22/2019,122.31
4/23/2019,2933.68,4/23/2019,120.12,4/23/2019,122.57
4/24/2019,2927.25,4/24/2019,120.47,4/24/2019,123.57
4/25/2019,2926.17,4/25/2019,120.57,4/25/2019,123.39
4/26/2019,2939.88,4/26/2019,121.37,4/26/2019,123.81
4/29/2019,2943.03,4/29/2019,120.83,4/29/2019,123.02
4/30/2019,2945.83,4/30/2019,121.2,4/30/2019,123.65
5/1/2019,2923.73,5/1/2019,120.4,5/1/2019,123.9
5/2/2019,2917.52,5/2/2019,119.94,5/2/2019,123.31
5/3/2019,2945.64,5/3/2019,120.65,5/3/2019,123.66
5/6/2019,2932.47,5/6/2019,120.81,5/6/2019,124
5/7/2019,2884.05,5/7/2019,121.21,5/7/2019,124.95
5/8/2019,2879.42,5/8/2019,120.91,5/8/2019,124.41
5/9/2019,2870.72,5/9/2019,121.2,5/9/2019,124.92
5/10/2019,2881.4,5/10/2019,121.43,5/10/2019,124.75
5/13/2019,2811.87,5/13/2019,122.67,5/13/2019,125.73
5/14/2019,2834.41,5/14/2019,122.46,5/14/2019,125.36
5/15/2019,2850.96,5/15/2019,122.39,5/15/2019,126.13
5/16/2019,2876.32,5/16/2019,121.51,5/16/2019,125.71
5/17/2019,2859.53,5/17/2019,120.65,5/17/2019,125.99
5/20/2019,2840.23,5/20/2019,120.64,5/20/2019,125.73
5/21/2019,2864.36,5/21/2019,120.36,5/21/2019,125.53
5/22/2019,2856.27,5/22/2019,120.24,5/22/2019,126.25
5/23/2019,2822.24,5/23/2019,121.17,5/23/2019,127.67
5/24/2019,2826.06,5/24/2019,121.3,5/24/2019,127.78
5/28/2019,2802.39,5/28/2019,120.83,5/28/2019,128.79
5/29/2019,2783.02,5/29/2019,120.87,5/29/2019,129.09
5/30/2019,2788.86,5/30/2019,121.69,5/30/2019,130.2
5/31/2019,2752.06,5/31/2019,123.33,5/31/2019,131.83
6/3/2019,2744.45,6/3/2019,125.11,6/3/2019,132.44
6/4/2019,2803.27,6/4/2019,125.15,6/4/2019,130.93
6/5/2019,2826.15,6/5/2019,125.47,6/5/2019,130.19
6/6/2019,2843.49,6/6/2019,125.88,6/6/2019,130.61
6/7/2019,2873.34,6/7/2019,126.59,6/7/2019,131.74
6/10/2019,2886.73,6/10/2019,125.33,6/10/2019,130.5
6/11/2019,2885.72,6/11/2019,125.18,6/11/2019,130.58
6/12/2019,2879.84,6/12/2019,125.83,6/12/2019,130.68
6/13/2019,2891.64,6/13/2019,126.6,6/13/2019,131.13
6/14/2019,2886.98,6/14/2019,126.56,6/14/2019,131.46
6/17/2019,2889.67,6/17/2019,126.48,6/17/2019,131.69
6/18/2019,2917.75,6/18/2019,127.12,6/18/2019,132.35
6/19/2019,2926.46,6/19/2019,127.89,6/19/2019,132.54
6/20/2019,2954.18,6/20/2019,131.11,6/20/2019,132.89
6/21/2019,2950.46,6/21/2019,131.98,6/21/2019,131.43
6/24/2019,2945.35,6/24/2019,133.94,6/24/2019,132.41
6/25/2019,2917.38,6/25/2019,134.2,6/25/2019,132.82
6/26/2019,2913.78,6/26/2019,132.97,6/26/2019,131.97
6/27/2019,2924.92,6/27/2019,132.84,6/27/2019,132.9
6/28/2019,2941.76,6/28/2019,133.2,6/28/2019,132.81
7/1/2019,2964.33,7/1/2019,130.62,7/1/2019,132.24
7/2/2019,2973.01,7/2/2019,133.41,7/2/2019,133.26
7/3/2019,2995.82,7/3/2019,133.63,7/3/2019,134.21
7/5/2019,2990.41,7/5/2019,132.14,7/5/2019,132.43
7/8/2019,2975.95,7/8/2019,131.29,7/8/2019,132.61
7/9/2019,2979.63,7/9/2019,131.75,7/9/2019,132.56
7/10/2019,2993.07,7/10/2019,133.83,7/10/2019,131.83
7/11/2019,2999.91,7/11/2019,132.7,7/11/2019,130.07
7/12/2019,3013.77,7/12/2019,133.53,7/12/2019,130.22
7/15/2019,3014.3,7/15/2019,133.53,7/15/2019,130.97
7/16/2019,3004.04,7/16/2019,132.4,7/16/2019,130.58
7/17/2019,2984.42,7/17/2019,134.58,7/17/2019,131.99
7/18/2019,2995.11,7/18/2019,136.48,7/18/2019,132
7/19/2019,2976.61,7/19/2019,134.47,7/19/2019,131.69
7/22/2019,2985.03,7/22/2019,134.45,7/22/2019,131.94
7/23/2019,3005.47,7/23/2019,133.69,7/23/2019,131.22
7/24/2019,3019.56,7/24/2019,134.37,7/24/2019,131.79
7/25/2019,3003.67,7/25/2019,133.42,7/25/2019,131.16
7/26/2019,3025.86,7/26/2019,133.64,7/26/2019,131.47
7/29/2019,3020.97,7/29/2019,134.53,7/29/2019,131.51
7/30/2019,3013.18,7/30/2019,134.98,7/30/2019,131.83
7/31/2019,2980.38,7/31/2019,133.21,7/31/2019,132.89
8/1/2019,2953.56,8/1/2019,136.41,8/1/2019,135.26
8/2/2019,2932.05,8/2/2019,135.89,8/2/2019,136.51
8/5/2019,2844.74,8/5/2019,137.79,8/5/2019,138.87
8/6/2019,2881.77,8/6/2019,138.91,8/6/2019,139.98
8/7/2019,2883.98,8/7/2019,141.02,8/7/2019,140.03
8/8/2019,2938.09,8/8/2019,141.73,8/8/2019,140.33
8/9/2019,2918.65,8/9/2019,141.26,8/9/2019,140.05
8/12/2019,2883.09,8/12/2019,142.63,8/12/2019,142.97
8/13/2019,2926.32,8/13/2019,141.78,8/13/2019,142.48
8/14/2019,2840.6,8/14/2019,142.75,8/14/2019,145.69
8/15/2019,2847.6,8/15/2019,143.7,8/15/2019,147.31
8/16/2019,2888.68,8/16/2019,142.78,8/16/2019,146.13
8/19/2019,2923.65,8/19/2019,141.11,8/19/2019,144.04
8/20/2019,2900.51,8/20/2019,142.21,8/20/2019,145.53
8/21/2019,2924.43,8/21/2019,141.76,8/21/2019,144.56
8/22/2019,2922.95,8/22/2019,141.4,8/22/2019,143.6
8/23/2019,2847.11,8/23/2019,144.17,8/23/2019,145.96
8/26/2019,2878.38,8/26/2019,144.19,8/26/2019,145.37
8/27/2019,2869.16,8/27/2019,145.57,8/27/2019,147.61
8/28/2019,2887.94,8/28/2019,145.16,8/28/2019,147.8
8/29/2019,2924.58,8/29/2019,144.12,8/29/2019,147.24
8/30/2019,2926.46,8/30/2019,143.75,8/30/2019,147.28
9/3/2019,2906.27,9/3/2019,145.75,9/3/2019,147.21
9/4/2019,2937.78,9/4/2019,146.66,9/4/2019,147.43
9/5/2019,2976,9/5/2019,143.14,9/5/2019,144.76
9/6/2019,2978.71,9/6/2019,141.92,9/6/2019,145.79
9/9/2019,2978.43,9/9/2019,141.39,9/9/2019,143.2
9/10/2019,2979.39,9/10/2019,140.18,9/10/2019,140.69
9/11/2019,3000.93,9/11/2019,141.03,9/11/2019,140.44
9/12/2019,3009.57,9/12/2019,141.32,9/12/2019,139.52
9/13/2019,3007.39,9/13/2019,140.15,9/13/2019,136.54
9/16/2019,2997.96,9/16/2019,141.32,9/16/2019,138.28
9/17/2019,3005.7,9/17/2019,141.6,9/17/2019,139.03
9/18/2019,3006.73,9/18/2019,140.71,9/18/2019,139.62
9/19/2019,3006.79,9/19/2019,141.28,9/19/2019,140.04
9/20/2019,2992.07,9/20/2019,142.95,9/20/2019,141.89
9/23/2019,2991.78,9/23/2019,143.75,9/23/2019,141.86
9/24/2019,2966.6,9/24/2019,144.51,9/24/2019,143.57
9/25/2019,2984.87,9/25/2019,141.83,9/25/2019,141.47
9/26/2019,2977.62,9/26/2019,141.79,9/26/2019,142.38
9/27/2019,2961.79,9/27/2019,141.06,9/27/2019,142.73
9/30/2019,2976.74,9/30/2019,138.87,9/30/2019,143.08
10/1/2019,2940.25,10/1/2019,139.63,10/1/2019,143.26
10/2/2019,2887.61,10/2/2019,141.26,10/2/2019,143.61
10/3/2019,2910.63,10/3/2019,141.9,10/3/2019,144.92
10/4/2019,2952.01,10/4/2019,141.9,10/4/2019,145.99
10/7/2019,2938.79,10/7/2019,140.69,10/7/2019,144.78
10/8/2019,2893.06,10/8/2019,141.92,10/8/2019,145.17
10/9/2019,2919.4,10/9/2019,142.05,10/9/2019,144.35
10/10/2019,2938.13,10/10/2019,140.81,10/10/2019,142.2
10/11/2019,2970.27,10/11/2019,140.03,10/11/2019,140.44
10/14/2019,2966.15,10/14/2019,140.59,10/14/2019,141.46
10/15/2019,2995.68,10/15/2019,139.61,10/15/2019,139.75
10/16/2019,2989.69,10/16/2019,140.41,10/16/2019,139.92
10/17/2019,2997.95,10/17/2019,140.61,10/17/2019,139.58
10/18/2019,2986.2,10/18/2019,140.46,10/18/2019,139.58
10/21/2019,3006.72,10/21/2019,139.79,10/21/2019,138.53
10/22/2019,2995.99,10/22/2019,140.2,10/22/2019,139.34
10/23/2019,3004.52,10/23/2019,140.53,10/23/2019,139.48
10/24/2019,3010.29,10/24/2019,141.53,10/24/2019,139.2
10/25/2019,3022.55,10/25/2019,141.86,10/25/2019,138.52
10/28/2019,3039.42,10/28/2019,140.64,10/28/2019,137.26
10/29/2019,3036.89,10/29/2019,140.25,10/29/2019,137.35
10/30/2019,3046.77,10/30/2019,141.02,10/30/2019,139.36
10/31/2019,3037.56,10/31/2019,142.43,10/31/2019,141.24
11/1/2019,3066.91,11/1/2019,142.56,11/1/2019,140.56
11/4/2019,3078.27,11/4/2019,142.15,11/4/2019,138.71
11/5/2019,3074.62,11/5/2019,139.85,11/5/2019,137.15
11/6/2019,3076.78,11/6/2019,140.45,11/6/2019,137.98
11/7/2019,3085.18,11/7/2019,138.27,11/7/2019,135.48
11/8/2019,3093.08,11/8/2019,137.39,11/8/2019,134.91
11/11/2019,3087.01,11/11/2019,137.06,11/11/2019,135
11/12/2019,3091.84,11/12/2019,137.43,11/12/2019,135.62
11/13/2019,3094.04,11/13/2019,137.98,11/13/2019,136.5
11/14/2019,3096.63,11/14/2019,138.56,11/14/2019,137.91
11/15/2019,3120.46,11/15/2019,138.21,11/15/2019,137.76
11/18/2019,3122.03,11/18/2019,138.62,11/18/2019,138.01
11/19/2019,3120.18,11/19/2019,138.69,11/19/2019,139.16
11/20/2019,3108.46,11/20/2019,138.76,11/20/2019,140.6
11/21/2019,3103.54,11/21/2019,138,11/21/2019,139.72
11/22/2019,3110.29,11/22/2019,137.74,11/22/2019,139.9
11/25/2019,3133.64,11/25/2019,137.08,11/25/2019,140.31
11/26/2019,3140.52,11/26/2019,137.74,11/26/2019,141.13
11/27/2019,3153.63,11/27/2019,137.01,11/27/2019,140.72
11/29/2019,3140.98,11/29/2019,137.86,11/29/2019,140.42
12/2/2019,3113.87,12/2/2019,137.79,12/2/2019,138.31
12/3/2019,3093.2,12/3/2019,139.11,12/3/2019,141.21
12/4/2019,3112.76,12/4/2019,138.92,12/4/2019,139.8
12/5/2019,3117.43,12/5/2019,139,12/5/2019,139.12
12/6/2019,3145.91,12/6/2019,137.62,12/6/2019,138.35
12/9/2019,3135.96,12/9/2019,137.58,12/9/2019,138.65
12/10/2019,3132.52,12/10/2019,137.97,12/10/2019,138.66
12/11/2019,3141.63,12/11/2019,138.92,12/11/2019,139.75
12/12/2019,3168.57,12/12/2019,138.43,12/12/2019,137.45
12/13/2019,3168.8,12/13/2019,139.05,12/13/2019,139.04
12/16/2019,3191.45,12/16/2019,139.04,12/16/2019,137.79
12/17/2019,3192.52,12/17/2019,139.01,12/17/2019,137.6
12/18/2019,3191.14,12/18/2019,139.02,12/18/2019,136.47
12/19/2019,3205.37,12/19/2019,139.38,12/19/2019,136.47
12/20/2019,3221.22,12/20/2019,139.52,12/20/2019,136.65
12/23/2019,3224.01,12/23/2019,139.95,12/23/2019,136.45
12/24/2019,3223.38,12/24/2019,141.27,12/24/2019,136.84
12/26/2019,3239.91,12/26/2019,142.38,12/26/2019,137.17
12/27/2019,3240.02,12/27/2019,142.33,12/27/2019,137.32
12/30/2019,3221.29,12/30/2019,142.63,12/30/2019,136.82
12/31/2019,3230.78,12/31/2019,142.9,12/31/2019,135.48
1/2/2020,3257.85,1/2/2020,143.95,1/2/2020,137.01
1/3/2020,3234.85,1/3/2020,145.86,1/3/2020,139.12
1/6/2020,3246.28,1/6/2020,147.39,1/6/2020,138.33
1/7/2020,3237.18,1/7/2020,147.97,1/7/2020,137.65
1/8/2020,3253.05,1/8/2020,146.86,1/8/2020,136.74
1/9/2020,3274.7,1/9/2020,146.03,1/9/2020,137.22
1/10/2020,3265.35,1/10/2020,146.91,1/10/2020,138.44
1/13/2020,3288.13,1/13/2020,145.82,1/13/2020,138.02
1/14/2020,3283.15,1/14/2020,145.69,1/14/2020,138.73
1/15/2020,3289.29,1/15/2020,146.54,1/15/2020,139.65
1/16/2020,3316.81,1/16/2020,146.31,1/16/2020,139.21
1/17/2020,3329.62,1/17/2020,146.58,1/17/2020,138.02
1/21/2020,3320.79,1/21/2020,146.74,1/21/2020,139.47
1/22/2020,3321.75,1/22/2020,146.79,1/22/2020,139.96
1/23/2020,3325.54,1/23/2020,147.12,1/23/2020,140.94
1/24/2020,3295.47,1/24/2020,147.98,1/24/2020,142.08
1/27/2020,3243.63,1/27/2020,148.99,1/27/2020,144.29
1/28/2020,3276.24,1/28/2020,147.66,1/28/2020,143.16
1/29/2020,3273.4,1/29/2020,148.46,1/29/2020,144.56
1/30/2020,3283.66,1/30/2020,148.47,1/30/2020,144.58
1/31/2020,3225.52,1/31/2020,149.33,1/31/2020,145.9
2/3/2020,3248.92,2/3/2020,148.36,2/3/2020,145.54
2/4/2020,3297.59,2/4/2020,146.43,2/4/2020,143.58
2/5/2020,3334.69,2/5/2020,146.61,2/5/2020,142.01
2/6/2020,3345.78,2/6/2020,147.4,2/6/2020,142.65
2/7/2020,3327.71,2/7/2020,147.79,2/7/2020,144.43
2/10/2020,3352.09,2/10/2020,148.17,2/10/2020,144.83
2/11/2020,3357.75,2/11/2020,147.66,2/11/2020,144.1
2/12/2020,3379.45,2/12/2020,147.54,2/12/2020,143.37
2/13/2020,3373.94,2/13/2020,148.38,2/13/2020,143.92
2/14/2020,3380.16,2/14/2020,149,2/14/2020,144.55
2/18/2020,3370.29,2/18/2020,150.91,2/18/2020,145.54
2/19/2020,3386.15,2/19/2020,151.79,2/19/2020,145.53
2/20/2020,3373.23,2/20/2020,152.41,2/20/2020,146.67
2/21/2020,3337.75,2/21/2020,154.7,2/21/2020,148.04
2/24/2020,3225.89,2/24/2020,156.09,2/24/2020,150.25
2/25/2020,3128.21,2/25/2020,153.3,2/25/2020,151.05
2/26/2020,3116.39,2/26/2020,153.97,2/26/2020,150.25
2/27/2020,2978.76,2/27/2020,154,2/27/2020,151.88
2/28/2020,2954.22,2/28/2020,148.38,2/28/2020,155.31
3/2/2020,3090.23,3/2/2020,149.2,3/2/2020,153.94
3/3/2020,3003.37,3/3/2020,153.89,3/3/2020,156.33
3/4/2020,3130.12,3/4/2020,154.16,3/4/2020,154.67
3/5/2020,3023.94,3/5/2020,157.49,3/5/2020,158.52
3/6/2020,2972.37,3/6/2020,157.55,3/6/2020,166.77
3/9/2020,2746.56,3/9/2020,157.81,3/9/2020,171.29
3/10/2020,2882.23,3/10/2020,154.48,3/10/2020,162.51
3/11/2020,2741.38,3/11/2020,153.93,3/11/2020,156.53
3/12/2020,2480.64,3/12/2020,147.79,3/12/2020,157.5
3/13/2020,2711.02,3/13/2020,143.28,3/13/2020,153.94
3/16/2020,2386.13,3/16/2020,141.64,3/16/2020,163.91
3/17/2020,2529.19,3/17/2020,143.56,3/17/2020,152.98
3/18/2020,2398.1,3/18/2020,140.7,3/18/2020,144.35
3/19/2020,2409.39,3/19/2020,138.04,3/19/2020,148.28
3/20/2020,2304.92,3/20/2020,140.11,3/20/2020,159.43
3/23/2020,2237.4,3/23/2020,146.3,3/23/2020,166
3/24/2020,2447.33,3/24/2020,153.4,3/24/2020,162.91
3/25/2020,2475.56,3/25/2020,151.3,3/25/2020,162.54
3/26/2020,2630.07,3/26/2020,153.24,3/26/2020,163.34
3/27/2020,2541.47,3/27/2020,152.25,3/27/2020,167.7
3/30/2020,2626.65,3/30/2020,152.92,3/30/2020,166.32
3/31/2020,2584.59,3/31/2020,148.05,3/31/2020,164.97
4/1/2020,2470.5,4/1/2020,149.45,4/1/2020,167.04
4/2/2020,2526.9,4/2/2020,151.9,4/2/2020,168.1
4/3/2020,2488.65,4/3/2020,152.65,4/3/2020,168.5
4/6/2020,2663.68,4/6/2020,156.88,4/6/2020,168.06
4/7/2020,2659.41,4/7/2020,156.04,4/7/2020,166.3
4/8/2020,2749.98,4/8/2020,154.65,4/8/2020,165.09
4/9/2020,2789.82,4/9/2020,158.69,4/9/2020,165.39
4/13/2020,2761.63,4/13/2020,161.41,4/13/2020,163.88
4/14/2020,2846.06,4/14/2020,162.68,4/14/2020,163.84
4/15/2020,2783.36,4/15/2020,161.85,4/15/2020,168.18
4/16/2020,2799.55,4/16/2020,161.71,4/16/2020,170.09
4/17/2020,2874.56,4/17/2020,158.57,4/17/2020,167.81
4/20/2020,2823.16,4/20/2020,159.7,4/20/2020,169.16
4/21/2020,2736.56,4/21/2020,158.61,4/21/2020,171.29
4/22/2020,2799.31,4/22/2020,161.73,4/22/2020,169.54
4/23/2020,2797.8,4/23/2020,163.34,4/23/2020,170.44
4/24/2020,2836.74,4/24/2020,162.64,4/24/2020,170.84
4/27/2020,2878.48,4/27/2020,161.56,4/27/2020,167.66
4/28/2020,2863.39,4/28/2020,160.84,4/28/2020,169.59
4/29/2020,2939.51,4/29/2020,161.73,4/29/2020,168.71
4/30/2020,2912.43,4/30/2020,158.8,4/30/2020,166.74
5/1/2020,2830.71,5/1/2020,159.78,5/1/2020,167.95
5/4/2020,2842.74,5/4/2020,160.34,5/4/2020,167.16
5/5/2020,2868.44,5/5/2020,161.02,5/5/2020,166.09
5/6/2020,2848.42,5/6/2020,158.95,5/6/2020,163.41
5/7/2020,2881.19,5/7/2020,161.39,5/7/2020,166.14
5/8/2020,2929.8,5/8/2020,160.42,5/8/2020,163.98
5/11/2020,2930.32,5/11/2020,159.42,5/11/2020,162.7
5/12/2020,2870.12,5/12/2020,160.04,5/12/2020,164.37
5/13/2020,2820,5/13/2020,161.58,5/13/2020,165.52
5/14/2020,2852.5,5/14/2020,163.01,5/14/2020,167.14
5/15/2020,2863.7,5/15/2020,163.93,5/15/2020,166.71
5/18/2020,2953.91,5/18/2020,162.69,5/18/2020,163.05
5/19/2020,2922.94,5/19/2020,164.26,5/19/2020,163.66
5/20/2020,2971.61,5/20/2020,164.65,5/20/2020,164.15
5/21/2020,2948.51,5/21/2020,162.25,5/21/2020,164.56
5/22/2020,2955.45,5/22/2020,163.21,5/22/2020,165.55
5/26/2020,2991.77,5/26/2020,160.89,5/26/2020,163.33
5/27/2020,3036.13,5/27/2020,161.18,5/27/2020,163.03
5/28/2020,3029.73,5/28/2020,161.72,5/28/2020,162.43
5/29/2020,3044.31,5/29/2020,162.91,5/29/2020,163.59
6/1/2020,3055.73,6/1/2020,163.66,6/1/2020,162.28
6/2/2020,3080.82,6/2/2020,162.6,6/2/2020,161.69
6/3/2020,3122.87,6/3/2020,159.6,6/3/2020,159.54
6/4/2020,3112.35,6/4/2020,161.28,6/4/2020,157.23
6/5/2020,3193.93,6/5/2020,158.01,6/5/2020,156.11
6/8/2020,3232.39,6/8/2020,159.72,6/8/2020,156.71
6/9/2020,3207.18,6/9/2020,161.26,6/9/2020,158.49
6/10/2020,3190.14,6/10/2020,163.57,6/10/2020,160.84
6/11/2020,3002.1,6/11/2020,162.39,6/11/2020,163.88
6/12/2020,3041.31,6/12/2020,162.62,6/12/2020,162.3
6/15/2020,3066.59,6/15/2020,162.33,6/15/2020,162.39
6/16/2020,3124.74,6/16/2020,162.25,6/16/2020,159.9
6/17/2020,3113.49,6/17/2020,162.56,6/17/2020,160.56
6/18/2020,3115.34,6/18/2020,162.24,6/18/2020,162.26
6/19/2020,3097.74,6/19/2020,164.03,6/19/2020,162.39
6/22/2020,3117.86,6/22/2020,165.09,6/22/2020,162.41
6/23/2020,3131.29,6/23/2020,166.48,6/23/2020,161.3
6/24/2020,3050.33,6/24/2020,165.9,6/24/2020,163.03
6/25/2020,3083.76,6/25/2020,165.8,6/25/2020,163.5
6/26/2020,3009.05,6/26/2020,166.54,6/26/2020,165.25
6/29/2020,3053.24,6/29/2020,166.63,6/29/2020,164.73
6/30/2020,3100.29,6/30/2020,167.37,6/30/2020,163.93
7/1/2020,3115.86,7/1/2020,166.62,7/1/2020,163.42
7/2/2020,3130.01,7/2/2020,166.98,7/2/2020,163.59
7/6/2020,3179.72,7/6/2020,167.98,7/6/2020,162.92
7/7/2020,3145.32,7/7/2020,169.04,7/7/2020,165.21
7/8/2020,3169.94,7/8/2020,170.09,7/8/2020,164.55
7/9/2020,3152.05,7/9/2020,169.63,7/9/2020,167.17
7/10/2020,3185.04,7/10/2020,169.19,7/10/2020,166.33
7/13/2020,3155.22,7/13/2020,169.4,7/13/2020,166.88
7/14/2020,3197.52,7/14/2020,170.19,7/14/2020,167.12
7/15/2020,3226.56,7/15/2020,170.34,7/15/2020,166.34
7/16/2020,3215.57,7/16/2020,168.73,7/16/2020,167.13
7/17/2020,3224.73,7/17/2020,170.12,7/17/2020,166.78
7/20/2020,3251.84,7/20/2020,170.94,7/20/2020,167.19
7/21/2020,3257.3,7/21/2020,173,7/21/2020,167.29
7/22/2020,3276.02,7/22/2020,175.63,7/22/2020,167.79
7/23/2020,3235.66,7/23/2020,177.18,7/23/2020,169.75
7/24/2020,3215.63,7/24/2020,178.7,7/24/2020,169.74
7/27/2020,3239.41,7/27/2020,182.23,7/27/2020,169.11
7/28/2020,3218.44,7/28/2020,183.75,7/28/2020,170.28
7/29/2020,3258.44,7/29/2020,185.13,7/29/2020,169.99
7/30/2020,3246.22,7/30/2020,183.76,7/30/2020,171.11
7/31/2020,3271.12,7/31/2020,185.43,7/31/2020,171
8/3/2020,3294.61,8/3/2020,185.64,8/3/2020,169.95
8/4/2020,3306.51,8/4/2020,189.59,8/4/2020,171.57
8/5/2020,3327.77,8/5/2020,191.35,8/5/2020,170.07
8/6/2020,3349.16,8/6/2020,193.89,8/6/2020,171.02
8/7/2020,3351.28,8/7/2020,190.81,8/7/2020,169.88
8/10/2020,3360.47,8/10/2020,190.15,8/10/2020,169.12
8/11/2020,3333.69,8/11/2020,179.94,8/11/2020,167.11
8/12/2020,3380.35,8/12/2020,179.1,8/12/2020,165.59
8/13/2020,3373.43,8/13/2020,183.33,8/13/2020,163.82
8/14/2020,3372.85,8/14/2020,182.54,8/14/2020,163.18
8/17/2020,3381.99,8/17/2020,186.5,8/17/2020,163.59
8/18/2020,3389.78,8/18/2020,188.18,8/18/2020,164.76
8/19/2020,3374.85,8/19/2020,182.24,8/19/2020,163.73
8/20/2020,3385.51,8/20/2020,183.5,8/20/2020,165.21
8/21/2020,3397.16,8/21/2020,182.03,8/21/2020,166.2
8/24/2020,3431.28,8/24/2020,181,8/24/2020,165.93
8/25/2020,3443.62,8/25/2020,181.22,8/25/2020,164.66
8/26/2020,3478.73,8/26/2020,183.36,8/26/2020,164.03
8/27/2020,3484.55,8/27/2020,181.24,8/27/2020,161.24
8/28/2020,3508.01,8/28/2020,184.39,8/28/2020,161.12
8/31/2020,3500.31,8/31/2020,184.83,8/31/2020,162.19
9/1/2020,3526.65,9/1/2020,185.05,9/1/2020,163.86
9/2/2020,3580.84,9/2/2020,182.62,9/2/2020,165.42
9/3/2020,3455.06,9/3/2020,181.14,9/3/2020,165.89
9/4/2020,3426.96,9/4/2020,181.64,9/4/2020,162.74
9/8/2020,3331.84,9/8/2020,181.29,9/8/2020,163.74
9/9/2020,3398.96,9/9/2020,183.05,9/9/2020,163.3
9/10/2020,3339.19,9/10/2020,182.46,9/10/2020,164.13
9/11/2020,3340.97,9/11/2020,182.45,9/11/2020,164.48
9/14/2020,3383.54,9/14/2020,183.89,9/14/2020,164.47
9/15/2020,3401.2,9/15/2020,183.45,9/15/2020,164.07
9/16/2020,3385.49,9/16/2020,183.97,9/16/2020,163.58
9/17/2020,3357.01,9/17/2020,182.96,9/17/2020,164.08
9/18/2020,3319.47,9/18/2020,183.2,9/18/2020,163.57
